,Unnamed: 0,iteration,id,created_at,created_at_dt,user_name,user_screen_name,user_id,user_is_verified,user_location,text,check_lt20250327,hashtags,urls,media,like_count,reply_count,retweet_count,quote_count,views_count,lang,possibly_sensitive,in_reply_to,quoted_tweet,place,response,code,code_imputed
92,92,0,1555268429262757888,Thu Aug 04 19:04:23 +0000 2022,2022-08-04 19:04:23+00:00,Wendy Rose,aintnosatchmo,393094484,FALSE,,"I will be interested to see the anti-vaxxer/ anti-masker reaction to #MonkeypoxVirus in Canada, given that it causes a nasty, highly-visible and apparently very painful rash.  I would think vanity and pain-aversion may evoke a different reaction vs. COVID.  (?)",,['MonkeypoxVirus'],[],,2,0,0,0,,en,,,,"{'id': '312f824e8ae3e6c4', 'name': 'Brant', 'full_name': 'Brant, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-80.608717, 42.984978], [-80.608717, 43.306491], [-79.984321, 43.306491], [-79.984321, 42.984978], [-80.608717, 42.984978]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning:
The passage does not mention any specific individual who contracted monkeypox (mpox). Instead, it discusses potential reactions from anti-vaxxers and anti-maskers to the #MonkeypoxVirus in Canada. The text speculates on how vanity and pain might influence people's attitudes towards mpox compared to COVID-19 but does not provide any information about someone actually contracting or being infected with the virus.",0,0
93,93,0,1554471096468082688,Tue Aug 02 14:16:04 +0000 2022,2022-08-02 14:16:04+00:00,Meesh,michlbell,1576388756,FALSE,"Brantford, ON","@MacTimesTwo @tberry3 Legit and real meaning I'm a real person not like half the fakers on Twitter!
And if you want to throw monkeypox into it for next year well that's not a guarantee either!",,[],[],,0,0,0,0,,en,,1.554316126833746e+18,,"{'id': '607f11608565d341', 'name': 'Brantford', 'full_name': 'Brantford, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-80.3537, 43.101639], [-80.3537, 43.193503], [-80.194175, 43.193503], [-80.194175, 43.101639], [-80.3537, 43.101639]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The given text does not mention any specific individual contracting or being infected with mpox (monkeypox). Instead, it appears to be a response to someone discussing monkeypox as a potential topic for future content or discussion on Twitter. The speaker dismisses the idea of using monkeypox as a guaranteed topic for next year's content, but this does not imply that anyone has contracted the virus.",0,0
94,94,0,1551757898858078209,Tue Jul 26 02:34:48 +0000 2022,2022-07-26 02:34:48+00:00,Rina Alexis ♏♋♏,saharvey75,2304288702,FALSE,,"@iAmJeffSledge In the disgusting subway??? Monkeypox outbreak in 4,3,2...",,[],[],,0,0,0,0,,en,,1.551741355663278e+18,,"{'id': '312f824e8ae3e6c4', 'name': 'Brant', 'full_name': 'Brant, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-80.608717, 42.984978], [-80.608717, 43.306491], [-79.984321, 43.306491], [-79.984321, 42.984978], [-80.608717, 42.984978]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning:
The given text appears to be a tweet or social media post where @iAmJeffSledge seems to be making a comment about an ongoing monkeypox outbreak and mentioning a location (subway). However, there is no specific mention of anyone contracting or being infected with mpox. The statement ""Monkeypox outbreak in 4,3,2..."" does not provide any information about the infection status of individuals. Therefore, based on the provided text alone, we cannot determine if someone got infected with mpox.",0,0
95,95,0,1860001860276613361,Fri Nov 22 16:46:15 +0000 2024,2024-11-22 16:46:15+00:00,Jan-Eric Fringe-Minority 🍁,JanEricLerner,1423876992949182465,TRUE,"Hamilton, Ontario","@BrainStorm_Joe @Jeff421495221 I just look at all that the Deep State tried to do to stop Trump. All unsuccessful (admittedly, not all of it thanks to human planning but God's intervention- think July 13). They tried H5N1. Monkeypox. Impeachment. Indictments, etc. To me it's clear the DS is not in control.",,[],[],,0,0,0,0,95,en,,1.73679515928141e+18,,,"No, the passage is unrelated to mpox infection.

Reasoning:
The passage discusses various attempts by what the author refers to as ""the Deep State"" to stop former U.S. President Donald Trump. It mentions several methods or events (H5N1, monkeypox, impeachment, indictments) that were allegedly used in these efforts. However, it does not provide any information about someone contracting mpox or being infected with the virus. The mention of ""monkeypox"" is part of a broader context of political conspiracy theories and does not imply an actual infection event.",0,0
96,96,0,1861265410529644820,Tue Nov 26 04:27:09 +0000 2024,2024-11-26 04:27:09+00:00,Thor Gundersen,Brandon24410430,1312921438093967360,FALSE,"Calgary, AB",@pastafadule @Gray_Mackenzie By covid I think you mean monkeypox.....,,[],[],,0,1,0,0,11,en,,1.8612460141888804e+18,,,"No, the passage is unrelated to mpox infection.

Reasoning:
The given text does not explicitly state that anyone contracted or was infected with mpox (monkeypox). Instead, it appears to be a statement clarifying a misunderstanding about what ""covid"" might have been referred to. The mention of ""monkeypox"" seems to be correcting the terminology used by @Gray_Mackenzie, suggesting they meant monkeypox instead of something else that was possibly called ""covid."" There is no direct indication or implication that someone got infected with mpox from this text.",0,0
97,97,0,1860540838348227020,Sun Nov 24 04:27:57 +0000 2024,2024-11-24 04:27:57+00:00,GhostWarrior⚔ 🇨🇦🇺🇦🌈,ghostcatbce,413514250,FALSE,Calgary Alberta Canada,"@beyerstein @TomLevenson @maej43 @MerlinofCanada @kiddle @doloresquintana PML but fuck, fuck, fuck. #Canada has #Mpox
possibly a more dangerous strain at that. 🤬
https://t.co/sr620N0zzk",,"['Canada', 'Mpox']","[{'display_url': 'youtu.be/LyuWbAVrabI?si…', 'expanded_url': 'https://youtu.be/LyuWbAVrabI?si=q2wQDHT0n_uyaKzR', 'url': 'https://t.co/sr620N0zzk', 'indices': [162, 185]}]",,0,0,0,0,54,en,FALSE,,,,"No, the passage is unrelated to mpox infection.

Reasoning: The passage mentions ""PML"" (Progressive Multifocal Leukoencephalopathy) and ""#Mpox,"" but it does not provide any information that directly implies someone contracted monkeypox. Instead, it seems to be expressing concern about a potential more dangerous strain of mpox in Canada. There is no specific mention or implication of an infection occurring.",0,0
98,98,0,1860413041197875628,Sat Nov 23 20:00:08 +0000 2024,2024-11-23 20:00:08+00:00,CityNews Calgary,citynewscalgary,18982486,FALSE,Calgary,"The Public Health Agency of Canada has confirmed the country’s first case of a more severe type of mpox in a person in Manitoba, though it says the risk to the general population remains low. https://t.co/Jx0s6Q8WN0",1,[],"[{'display_url': 'calgary.citynews.ca/2024/11/23/fir…', 'expanded_url': 'https://calgary.citynews.ca/2024/11/23/first-canadian-case-of-more-severe-mpox-strain-confirmed-in-manitoba/', 'url': 'https://t.co/Jx0s6Q8WN0', 'indices': [192, 215]}]",,0,0,0,0,1057,en,FALSE,,,,"Answer: Yes, someone got infected.

Reasoning: The passage explicitly states that ""the Public Health Agency of Canada has confirmed the country’s first case of a more severe type of mpox in a person in Manitoba."" This directly implies that an individual has contracted mpox (monkeypox).",1,1
99,99,0,1860390322075021440,Sat Nov 23 18:29:51 +0000 2024,2024-11-23 18:29:51+00:00,Karma Girl Act 2 🇨🇦,UniteCanada22,1562118252620263424,FALSE,"Calgary, Alberta",@markhollandlib Did you get your mpox vaccine yesterday along with the fake flu and Covid shot?,0,[],[],,2,0,0,0,40,en,,1.8601678850182927e+18,,,"The passage implies that @markhollandlib received a vaccine for mpox (monkeypox) along with other vaccines. Therefore, based on this information, we can conclude:

**Yes, someone got infected.**

Reasoning:
- The mention of receiving an ""mpox vaccine"" directly indicates that the person in question has been vaccinated against monkeypox.
- While vaccination typically means exposure to a virus or infection is a concern, it also suggests preventive measures have been taken after potential exposure or as part of public health efforts following an outbreak. Thus, the statement indirectly implies that there was a risk of mpox infection that warranted vaccination.",1,1
100,100,0,1860318790233522201,Sat Nov 23 13:45:37 +0000 2024,2024-11-23 13:45:37+00:00,Samantha Crest,CrestSamantha,1518891261280854016,FALSE,Calgary,@healthherotn It's so important to stay updated on health issues like Mpox. Prevention starts with awareness.,,[],[],,1,0,0,0,14,en,,1.8603073213200676e+18,,,"No, the passage is unrelated to mpox infection.

Reasoning: The given tweet emphasizes the importance of staying informed about health issues such as mpox and highlights that prevention begins with awareness. However, it does not mention anyone contracting or being infected by mpox. Therefore, based on the information provided in this tweet alone, we cannot conclude that someone got infected with mpox.",0,0
101,101,0,1860314471404830999,Sat Nov 23 13:28:27 +0000 2024,2024-11-23 13:28:27+00:00,Calgary Guy,cgy_guy,2192423660,TRUE,"Calgary, Alberta","Watching @CBCNews network to see if Montreal riot is covered. 

So far :
- COP29 climate change
Israel/hezbollah/hamas
Trump cabinet 
Bird flu 
mpox
RCMP shot 17 yr old FN
Storm in bc
Russia hypersonic missles
Snowfall warning in ab
Thieves steal meat
59m bail for diddy
Lamar issues album
Swift in TO
Buble to host juneaus
Wicked in theatre 
Canada post strike

Will update if riots are mentioned.  

#DefundCBC",,['DefundCBC'],[],,2,2,0,0,201,en,,,,,"No, the passage is unrelated to mpox infection.

Reasoning: The passage mentions ""mpox"" as one of several topics being watched on @CBCNews, but it does not provide any information or context that suggests someone has contracted or been infected with mpox. It simply lists the topic among other news items without indicating an event related to a specific individual's infection.",0,0
102,102,0,1860199317170225641,Sat Nov 23 05:50:52 +0000 2024,2024-11-23 05:50:52+00:00,Patty 🇨🇦 🍁,Patty71711679,750423343354957824,FALSE,"Calgary, Alberta ",@markhollandlib What the h*ll is Clade I mpox? Were they let in by Marc or is the Winnipeg lab involved?,,[],[],,8,2,0,0,123,en,,1.8601678850182927e+18,,,"No, the passage is unrelated to mpox infection.

Reasoning:
The given text does not mention any individual contracting mpox. Instead, it appears to be a question about clade I of monkeypox (mpox) and whether certain individuals or entities were responsible for allowing someone into a location (likely referring to the Winnipeg lab). There is no indication that anyone has been infected with mpox in this text.",0,0
103,103,0,1824448543987470765,Fri Aug 16 14:10:04 +0000 2024,2024-08-16 14:10:04+00:00,Bo Hutchison 🍉,hutchison_bo,1293167263369969664,FALSE,"Calgary, Canada",Mpox (MonkeyPox): https://t.co/1HJ8wdQ3Gb,,[],"[{'display_url': 'cbc.ca/news/health/mp…', 'expanded_url': 'https://www.cbc.ca/news/health/mpox-global-emergency-explainer-1.7295609', 'url': 'https://t.co/1HJ8wdQ3Gb', 'indices': [18, 41]}]",,0,0,0,0,32,de,FALSE,,,"{'id': '53504716d445dcad', 'name': 'Calgary', 'full_name': 'Calgary, Alberta', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-114.3160379, 50.84278], [-114.3160379, 51.212548], [-113.859664, 51.212548], [-113.859664, 50.84278], [-114.3160379, 50.84278]]], 'type': 'Polygon'}}","I need to see the specific passage you are referring to in order to analyze it. The link provided ""https://t.co/1HJ8wdQ3Gb"" does not contain any text, so I cannot determine if it implies someone contracted mpox (monkeypox) based on this information alone.

Please provide the actual text or more context about what you want me to analyze.",0,0
104,104,0,1707194895579095419,Thu Sep 28 00:45:55 +0000 2023,2023-09-28 00:45:55+00:00,Akhilesh Bhagwani,bhagwaniakhi,44559576,FALSE,Calgary,@monkeypox_9999 @NHLFlames How to watch it live on TV?,,[],[],,1,0,0,0,22,en,,1.7071853157971973e+18,,"{'id': '53504716d445dcad', 'name': 'Calgary', 'full_name': 'Calgary, Alberta', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-114.3160379, 50.84278], [-114.3160379, 51.212548], [-113.859664, 51.212548], [-113.859664, 50.84278], [-114.3160379, 50.84278]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The given text does not mention any information about someone contracting or being infected with mpox (monkeypox). Instead, it appears to be a query about how to watch something live on TV, possibly an event related to the @NHLFlames team. There's no context provided that links this statement to any discussion of mpox infections.",0,0
105,105,1,1593274629157974016,Thu Nov 17 16:07:27 +0000 2022,2022-11-17 16:07:27+00:00,Centre for Sexuality,YYCsexualhealth,227771873,FALSE,"Calgary, Alberta, Canada","In partnership with AHS Safeworks, we offer FREE services for gay, bisexual and other men who have sex with men (MSM) at our office:

- rapid HIV / STI testing
- Hepatitis A &amp; B vaccination
- HPV vaccine for guys 26 and under
- monkeypox (MPX) vaccination

https://t.co/wNNc3qPo8p https://t.co/ymigQUsVYt",,[],"[{'display_url': 'centreforsexuality.ca/programs-servi…', 'expanded_url': 'https://www.centreforsexuality.ca/programs-services/sti-testing/', 'url': 'https://t.co/wNNc3qPo8p', 'indices': [261, 284]}]","[{'display_url': 'pic.x.com/ymigQUsVYt', 'expanded_url': 'https://x.com/YYCsexualhealth/status/1593274629157974016/photo/1', 'id_str': '1593274625257275392', 'indices': [285, 308], 'media_key': '3_1593274625257275392', 'media_url_https': 'https://pbs.twimg.com/media/Fhxy1IQagAAt212.jpg', 'type': 'photo', 'url': 'https://t.co/ymigQUsVYt', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': [{'x': 375, 'y': 403, 'h': 190, 'w': 190}]}, 'medium': {'faces': [{'x': 375, 'y': 403, 'h': 190, 'w': 190}]}, 'small': {'faces': [{'x': 236, 'y': 253, 'h': 119, 'w': 119}]}, 'orig': {'faces': [{'x': 375, 'y': 403, 'h': 190, 'w': 190}]}}, 'sizes': {'large': {'h': 1080, 'w': 1080, 'resize': 'fit'}, 'medium': {'h': 1080, 'w': 1080, 'resize': 'fit'}, 'small': {'h': 680, 'w': 680, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1080, 'width': 1080, 'focus_rects': [{'x': 0, 'y': 475, 'w': 1080, 'h': 605}, {'x': 0, 'y': 0, 'w': 1080, 'h': 1080}, {'x': 133, 'y': 0, 'w': 947, 'h': 1080}, {'x': 540, 'y': 0, 'w': 540, 'h': 1080}, {'x': 0, 'y': 0, 'w': 1080, 'h': 1080}]}, 'media_results': {'result': {'media_key': '3_1593274625257275392'}}}]",2,0,0,0,,en,FALSE,,,"{'id': '53504716d445dcad', 'name': 'Calgary', 'full_name': 'Calgary, Alberta', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-114.3160379, 50.84278], [-114.3160379, 51.212548], [-113.859664, 51.212548], [-113.859664, 50.84278], [-114.3160379, 50.84278]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text describes services offered in partnership with AHS Safeworks for a specific demographic (gay, bisexual, and other men who have sex with men). It lists various health services including HIV/STI testing, vaccinations for hepatitis A & B, HPV vaccine, and monkeypox vaccination. However, the passage does not indicate that anyone has contracted mpox; it only mentions the availability of a vaccination service. Therefore, there is no implication that someone got infected with mpox from this information.",0,0
106,106,1,1590935415384870913,Fri Nov 11 05:12:15 +0000 2022,2022-11-11 05:12:15+00:00,homodachi jun,juntoonuki,48836048,FALSE,"Calgary, Alberta",@inversetiger They called me directly to let me know I was eligible; I'm betting you could call the monkeypox line and they'll get you booked,,[],[],,0,0,0,0,,en,,,,"{'id': '53504716d445dcad', 'name': 'Calgary', 'full_name': 'Calgary, Alberta', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-114.3160379, 50.84278], [-114.3160379, 51.212548], [-113.859664, 51.212548], [-113.859664, 50.84278], [-114.3160379, 50.84278]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning:
The passage does not mention anyone contracting or being infected with mpox (monkeypox). Instead, it discusses a situation where someone was informed about eligibility for something possibly related to monkeypox through a direct call. The suggestion to call a ""monkeypox line"" implies there might be information or appointments available regarding the virus, but it does not indicate that anyone has actually contracted the infection.",0,0
107,107,1,1590914360301727746,Fri Nov 11 03:48:35 +0000 2022,2022-11-11 03:48:35+00:00,homodachi jun,juntoonuki,48836048,FALSE,"Calgary, Alberta",2nd dose of the monkeypox shot today! I was very surprised to find out they were doing 2nd shots,,[],[],,2,0,0,0,,en,,,,"{'id': '53504716d445dcad', 'name': 'Calgary', 'full_name': 'Calgary, Alberta', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-114.3160379, 50.84278], [-114.3160379, 51.212548], [-113.859664, 51.212548], [-113.859664, 50.84278], [-114.3160379, 50.84278]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The passage mentions a second dose of a ""monkeypox shot"" but does not provide any information that implies someone contracted monkeypox. It only indicates that the speaker received a second dose of a vaccine for monkeypox, which suggests they may be at risk or have been exposed to the virus, but it does not indicate an infection has occurred.",0,0
